korean,english,alt,situation,note,category
유아 동반 우선 탑승 있나요?,Is there priority boarding for families with small children?,Do passengers with infants board first?,공항,priority boarding = 우선 탑승,여행
비즈니스 클래스로 업그레이드할 수 있나요?,Can I upgrade to business class?,Is a business class upgrade available?,공항/기내,business class = 비즈니스 클래스,여행
마일리지 적립해 주세요,Can you add miles to my account?,I'd like to earn miles for this flight.,공항,earn miles = 마일리지 적립하다,여행
마일리지로 좌석 업그레이드 되나요?,Can I use miles to upgrade my seat?,Is a mileage upgrade available?,공항,mileage upgrade = 마일리지 업그레이드,여행
이 비행기에 USB 충전 포트 있나요?,Does this plane have USB charging ports?,Are there USB ports at the seats?,기내,USB charging port = USB 충전 포트,여행
기내에서 면세품 살 수 있나요?,Can I buy duty-free items on the plane?,Is there in-flight duty-free shopping?,기내,in-flight duty-free = 기내 면세,여행
입국 카드 작성해야 하나요?,Do I need to fill out an arrival card?,Is there an immigration form I need to complete?,입국 심사,arrival card = 입국 카드,여행
자동 입국 심사를 이용할 수 있나요?,Can I use the automated immigration?,Is there a self-service passport control?,입국 심사,automated immigration = 자동 입국 심사,여행
세관 신고서를 어디서 받을 수 있나요?,Where can I get a customs declaration form?,Do you have customs forms?,세관 신고,customs declaration form = 세관 신고서,여행
반입 금지 품목이 뭐예요?,What items are restricted from entering the country?,What can't I bring into the country?,세관 신고,restricted items = 반입 금지 품목,여행
면세 범위가 얼마까지예요?,What's the duty-free limit?,How much can I bring in without paying duty?,세관 신고,duty-free limit = 면세 한도,여행
술은 몇 병까지 반입 가능한가요?,How many bottles of alcohol can I bring in?,What's the limit on alcohol imports?,세관 신고,alcohol imports = 주류 반입,여행
호텔 조식 뷔페가 몇 시까지예요?,What time does the breakfast buffet end?,Until when is breakfast served?,호텔 식사,breakfast buffet = 조식 뷔페,여행
방에 헤어드라이어가 있나요?,Is there a hair dryer in the room?,Does the room come with a blow dryer?,호텔 시설,hair dryer = blow dryer = 헤어드라이어,여행
다리미를 빌릴 수 있나요?,Can I borrow an iron?,Do you have an iron I can use?,호텔 요청,iron = 다리미,여행
방에 냉장고가 있나요?,Is there a refrigerator in the room?,Does the room have a mini fridge?,호텔 시설,refrigerator = mini fridge = 냉장고,여행
카드키가 작동하지 않아요,My key card isn't working.,The door won't open with my card.,호텔 문제,key card = 카드키,여행
방에서 벌레가 나왔어요,I found bugs in my room.,There are insects in my room.,호텔 문제,bugs = insects = 벌레,여행
화재 비상구가 어디예요?,Where is the fire exit?,Where's the emergency exit?,호텔 비상,fire exit = emergency exit = 비상구,여행
이른 체크인 가능한가요?,Is early check-in possible?,Can I check in before the standard time?,호텔 체크인,early check-in = 이른 체크인,여행
짐을 방까지 가져다 주실 수 있나요?,Can you bring my luggage to the room?,Could you have someone carry my bags up?,호텔 서비스,carry bags = 짐을 옮기다,여행
웨이크업 콜 해주세요,Can I get a wake-up call?,I'd like a morning wake-up call please.,호텔 서비스,wake-up call = 모닝콜,여행
주변에 세탁소가 있나요?,Is there a laundromat nearby?,Where's the closest dry cleaner?,호텔 주변,laundromat = 셀프 세탁소 / dry cleaner = 세탁소,여행
호텔에서 공항까지 택시비가 얼마나 나올까요?,How much would a taxi from the hotel to the airport cost?,What's the typical cab fare to the airport?,호텔 교통,taxi fare = cab fare = 택시비,여행
발레 파킹 서비스 있나요?,Do you offer valet parking?,Is valet parking available?,호텔 서비스,valet parking = 발레 파킹,여행
이 호텔에 스파가 있나요?,Does this hotel have a spa?,Is there a spa or sauna here?,호텔 시설,spa = 스파,여행
체크아웃 후에도 짐을 맡아주실 수 있나요?,"Can I leave my luggage after checkout?","Could you store my bags after I check out?",호텔 체크아웃,store bags after checkout = 퇴실 후 짐 보관,여행
조식 대신 도시락 가능한가요?,Can I get a packed breakfast instead?,Do you offer a to-go breakfast box?,호텔 식사,packed breakfast = to-go breakfast = 도시락 조식,여행
이 식당 예약이 필요한가요?,Do I need a reservation for this restaurant?,Should I book a table in advance?,식당 예약,reservation = booking = 예약,여행
오늘 저녁 7시에 4명 예약하고 싶어요,I'd like to book a table for four at 7pm tonight.,Can I reserve a spot for four this evening at seven?,식당 예약,book a table = reserve a spot = 테이블 예약,여행
이 요리는 어떻게 조리되나요?,How is this dish prepared?,What's the cooking method for this?,식당 주문,prepared = cooked = 조리된,여행
덜 맵게 해주실 수 있나요?,Can you make it less spicy?,Could you tone down the heat?,식당 주문,less spicy = 덜 맵게 / tone down = 줄이다,여행
소스를 따로 주세요,Can I get the sauce on the side?,Dressing on the side please.,식당 주문,on the side = 따로/별도로,여행
이거 데워주실 수 있나요?,Can you heat this up for me?,Could you warm this up?,식당 요청,heat up = warm up = 데우다,여행
이 음식에 MSG 들어가나요?,Does this have MSG in it?,Is this made without MSG?,식당 주문,MSG = 조미료(글루탐산나트륨),여행
현지인들이 자주 가는 식당 추천해 주세요,Can you recommend a restaurant that locals go to?,Where do the locals eat around here?,식당 추천,locals = 현지인,여행
이 메뉴가 양이 많은 편이에요?,Is this a generous portion?,How big is the serving size?,식당 주문,generous portion = 넉넉한 양 / serving size = 1인분 크기,여행
음료 리필 되나요?,Are refills free?,Can I get a free refill?,식당 요청,free refill = 무료 리필,여행
테이크아웃 가능한가요?,Do you do takeout?,Can I order this to go?,식당 주문,takeout = to go = 테이크아웃/포장,여행
이 와인 추천할 만한가요?,Would you recommend this wine?,Is this wine any good?,식당 주문,recommend = 추천하다,여행
물 한 잔만 주세요,Just water for me please.,Can I have a glass of water?,식당 주문,a glass of water = 물 한 잔,여행
따뜻한 물 있나요?,Do you have warm water?,Can I get hot water?,식당 요청,warm water = hot water = 따뜻한 물,여행
얼음 빼주세요,No ice please.,Can I get that without ice?,식당 주문,no ice = 얼음 빼고,여행
이거 좀 더 익혀주세요,Can you cook this a bit more?,It's a little undercooked. Could you put it back on?,식당 요청,undercooked = 덜 익은,여행
디저트로 뭐가 있어요?,What do you have for dessert?,What are the dessert options?,식당 주문,dessert options = 디저트 메뉴,여행
커피 한 잔 주세요,I'll have a coffee please.,Can I get a cup of coffee?,식당 주문,a cup of coffee = 커피 한 잔,여행
이 요리에 유제품이 들어가나요?,Does this dish contain dairy?,Is there any milk or cheese in this?,식당 알레르기,dairy = 유제품,여행
해산물 알레르기가 있어요,I'm allergic to seafood.,I can't eat shellfish or fish.,식당 알레르기,seafood allergy = 해산물 알레르기,여행
할랄 식당이 있나요?,Is there a halal restaurant nearby?,Where can I find halal food?,식당 찾기,halal = 할랄(이슬람 율법에 따른 식품),여행
코셔 음식 파는 데 있나요?,Is there anywhere that serves kosher food?,Do you know of a kosher restaurant?,식당 찾기,kosher = 코셔(유대교 율법에 따른 식품),여행
비건 메뉴가 있나요?,Do you have vegan options?,Is there anything on the menu that's fully plant-based?,식당 주문,vegan = 비건 / plant-based = 식물성의,여행
이거 견과류가 들어가나요?,Does this contain nuts?,Are there any tree nuts in this dish?,식당 알레르기,nuts = tree nuts = 견과류,여행
여기 유명한 현지 음식이 뭐예요?,What's the famous local dish here?,What food is this place known for?,식당 추천,local dish = 현지 음식,여행
길거리 음식 먹어봐야 해 여기 유명하대,"You have to try the street food here. It's famous.","The street food here is supposed to be amazing.",식당 추천,street food = 길거리 음식,여행
음식이 좀 짜요,This is a bit salty for me.,It's a little too salty.,식당 피드백,salty = 짠,여행
이 식당 영업시간이 어떻게 되나요?,What are the restaurant's hours?,When does this place open and close?,식당 정보,hours = operating hours = 영업시간,여행
예약 확인 좀 해주세요,Can you confirm my reservation?,I'd like to verify my booking.,예약 확인,confirm = verify = 확인하다,여행
2인실 하나 예약하고 싶어요,I'd like to book a double room.,Can I reserve a room for two?,숙소 예약,double room = 2인실,여행
스위트룸 가격이 얼마예요?,How much is the suite?,What's the rate for a suite?,숙소 예약,suite = 스위트룸,여행
온돌방이 있나요?,Do you have a room with heated floors?,Is there a traditional Korean-style room?,숙소 예약,heated floors = 온돌 / 한국 전통 방식,여행
에어비앤비 셀프 체크인이에요?,Is it a self check-in Airbnb?,How do I get in? Is there a lockbox?,숙소 체크인,self check-in = 셀프 체크인 / lockbox = 키 보관함,여행
호스텔 도미토리 자리 있나요?,Do you have a bed available in the dorm?,Are there any hostel dorm beds open?,숙소 예약,dorm = dormitory = 도미토리(다인실),여행
게스트하우스 하루에 얼마예요?,How much is the guesthouse per night?,What's the nightly rate for the guesthouse?,숙소 예약,per night = nightly rate = 1박 요금,여행
여기 근처에 놀 만한 데 있나요?,Is there anything fun to do around here?,What activities are there nearby?,관광,fun to do = 놀 만한 것,여행
자전거 빌릴 수 있는 곳이 있나요?,Where can I rent a bike?,Is there a bike rental place nearby?,교통,bike rental = 자전거 대여,여행
전동킥보드 타도 되나요?,Can I ride an electric scooter here?,Are e-scooters available in this area?,교통,electric scooter = e-scooter = 전동킥보드,여행
시티 투어 버스 있나요?,Is there a hop-on hop-off bus?,Do you have a city tour bus?,관광,hop-on hop-off = 자유 승하차 버스,여행
이 산 올라가는 데 얼마나 걸려요?,How long does it take to hike up this mountain?,What's the hiking time to the summit?,관광,hike = 등산하다 / summit = 정상,여행
트레킹 코스 추천해 주세요,Can you recommend a trekking route?,What's the best trail to hike here?,관광,trekking route = trail = 트레킹 코스,여행
여기 케이블카 있나요?,Is there a cable car here?,Can we take a gondola up?,관광,cable car = gondola = 케이블카,여행
일출 보려면 몇 시에 가야 해요?,What time should I go to catch the sunrise?,When does the sun rise here?,관광,sunrise = 일출 / catch the sunrise = 일출을 보다,여행
일몰 명소가 어디예요?,Where's the best spot to watch the sunset?,What's the best viewpoint for sunset?,관광,sunset = 일몰 / viewpoint = 전망 포인트,여행
이 사원에 들어갈 때 신발 벗어야 하나요?,Do I need to take off my shoes to enter the temple?,Should I remove my shoes before going in?,관광,temple = 사원 / take off shoes = 신발 벗다,여행
여기 드레스 코드가 있나요?,Is there a dress code?,Do I need to cover my shoulders and knees?,관광,dress code = 복장 규정,여행
현지 공연 볼 수 있는 곳이 있나요?,Is there a local show or performance I can see?,Where can I watch a traditional performance?,관광,performance = show = 공연,여행
워터파크 입장료가 얼마예요?,How much is the water park admission?,What's the entry fee for the water park?,관광,water park = 워터파크 / admission = 입장료,여행
여기 동물원이 있나요?,Is there a zoo nearby?,Where's the closest zoo?,관광,zoo = 동물원,여행
수족관은 어디에 있어요?,Where is the aquarium?,How do I get to the aquarium?,관광,aquarium = 수족관,여행
이 다리 위에서 번지점프 할 수 있어요?,Can I bungee jump from this bridge?,Is there bungee jumping here?,관광,bungee jump = 번지점프,여행
스쿠버 다이빙 체험 가능한가요?,Can I try scuba diving?,Is there a beginner scuba experience?,관광/해변,scuba diving = 스쿠버 다이빙,여행
패러글라이딩 하려면 어떻게 해요?,How do I sign up for paragliding?,Where can I go paragliding?,관광,paragliding = 패러글라이딩,여행
짚라인 타보고 싶어요,I want to try the zip line.,Is there a zip line experience here?,관광,zip line = 짚라인,여행
카약 빌릴 수 있나요?,Can I rent a kayak?,Where can I go kayaking?,관광/해변,kayak = 카약,여행
낚시 할 수 있는 곳이 있나요?,Is there anywhere to go fishing?,Where can I fish around here?,관광,fishing = 낚시,여행
온천이 있나요?,Are there any hot springs nearby?,Where can I find a natural hot spring?,관광,hot springs = 온천,여행
마사지 받을 수 있는 곳 추천해 주세요,Can you recommend a good massage place?,Where's a good spot to get a massage?,관광,massage = 마사지,여행
이 음식 이름이 뭐예요? 현지어로 알려주세요,What's this food called? How do you say it in the local language?,What's the local name for this dish?,식당,local language = 현지어,여행
감사합니다 현지어로 어떻게 말해요?,How do you say 'thank you' in the local language?,What's 'thanks' in your language?,현지어,local language = 현지어. 현지어 인사말은 꼭 배워두세요,여행
여기 팁 문화가 있나요?,Is tipping customary here?,Should I tip in this country?,문화,customary = 관습적인 / tipping culture = 팁 문화,여행
이 나라에서 하면 안 되는 행동이 있나요?,Are there any cultural taboos I should know about?,Is there anything considered rude here that I should avoid?,문화,cultural taboo = 문화적 금기,여행
왼손으로 음식 먹으면 안 되나요?,Is it rude to eat with my left hand?,Should I avoid using my left hand?,문화,문화권에 따라 왼손 사용이 실례가 될 수 있음,여행
사진 찍기 전에 허락을 받아야 하나요?,Should I ask permission before taking photos of people?,Is it okay to photograph locals?,문화,ask permission = 허락을 구하다,여행
이 나라 화폐 단위가 뭐예요?,What's the currency here?,What money do they use in this country?,환전,currency = 화폐,여행
여기는 신용카드를 잘 안 받는 편이에요?,Do most places here not accept credit cards?,Is this a cash-heavy country?,결제,cash-heavy = 현금 위주의,여행
칩은 얼마 정도 주면 돼요?,How much should I leave for a tip?,What percentage do people usually tip?,문화,tip = 팁 / percentage = 비율,여행
이 앱 다운받으면 편해요 현지 교통 앱이에요,"Download this app. It's the local transit app.","You should get this app. It's great for getting around.",교통,local transit app = 현지 교통 앱,여행
구글맵 여기서 잘 돼요?,Does Google Maps work well here?,Is Google Maps accurate in this country?,길찾기,일부 국가에서는 현지 지도앱이 더 정확,여행
오프라인 지도 다운받아 놔,Download offline maps just in case.,Save the maps offline before you go.,길찾기,offline maps = 오프라인 지도,여행
비상 연락처 알아둬야 해 여기 119가 아니야,"Learn the emergency number. It's not 119 here.","The emergency number is different. Write it down.",비상 상황,각 나라마다 응급번호가 다름 (미국 911 등),여행
여행 중에 아파서 병원 갔는데 보험 처리 돼나요?,I got sick during the trip and went to a hospital. Will my insurance cover it?,I had to see a doctor. Can I file this under my travel insurance?,보험,travel insurance = 여행자 보험 / cover = 보장하다,여행
여기 수돗물 마셔도 되나요?,Is the tap water safe to drink here?,Can I drink the water from the faucet?,건강,tap water = 수돗물 / safe to drink = 마셔도 안전한,여행
생수 사야 하나요?,Do I need to buy bottled water?,Should I stick to bottled water here?,건강,bottled water = 생수,여행
모기 기피제 가져왔어?,Did you bring mosquito repellent?,You should put on some bug spray.,건강,mosquito repellent = bug spray = 모기 기피제,여행
예방접종 맞고 왔어?,Did you get your vaccinations?,Have you been vaccinated for this trip?,건강,vaccination = 예방접종,여행
고산병이 올 수 있어 천천히 움직여,You might get altitude sickness. Take it easy.,Be careful of altitude. Move slowly and stay hydrated.,건강,altitude sickness = 고산병,여행
멀미가 심해서 약 먹어야겠어,I get really motion sick. I should take some medicine.,My motion sickness is acting up. I need a pill.,건강,motion sickness = 멀미,여행
자외선 차단제 발랐어?,Did you put on sunscreen?,Don't forget your sunblock.,건강,sunscreen = sunblock = 자외선 차단제,여행
여행 일정을 좀 바꿔야 할 것 같아,I think we need to adjust our itinerary.,Let's change the schedule a bit.,여행 계획,itinerary = schedule = 여행 일정,여행
이번 여행 예산이 얼마야?,What's our budget for this trip?,How much are we spending on this vacation?,여행 계획,budget = 예산,여행
여행 경비가 생각보다 많이 들었어,"The trip cost more than I expected.","We went over budget on this vacation.",여행 경비,over budget = 예산 초과,여행
비행기 표가 너무 비싸 다른 날짜로 찾아보자,Flights are too expensive. Let's look at different dates.,The airfare is steep. Can we try other dates?,여행 계획,airfare = 항공료 / steep = 비싼,여행
숙소 위치가 중요해 관광지 근처로 잡자,Location matters. Let's book a place near the attractions.,We should stay close to the sights.,여행 계획,location = 위치 / attractions = sights = 관광지,여행
캐리어 하나로 갈 수 있을까?,Can we manage with just one suitcase?,Do you think one bag is enough for the trip?,짐 싸기,suitcase = 캐리어/여행 가방,여행
짐을 가볍게 싸자,Let's pack light.,We should try to travel light this time.,짐 싸기,pack light = travel light = 짐을 가볍게 싸다,여행
잊어버린 거 없어? 여권 챙겼어?,Did you forget anything? Got your passport?,Double check you have everything. Passport?,출발 전 확인,double check = 재확인하다,여행
비행기 시간 다시 확인해 봐,Check the flight time again.,Let me verify our departure time.,출발 전 확인,verify = 확인하다 / departure time = 출발 시간,여행
공항에 일찍 가자 주말이라 붐빌 거야,Let's get to the airport early. It'll be crowded since it's the weekend.,We should leave early for the airport. Weekend traffic will be bad.,출발 전,crowded = 붐비는,여행
면세점에서 뭐 살 거 있어?,Do you need anything from duty-free?,Want to grab something at the duty-free shop?,쇼핑,duty-free = 면세점,여행
여기 와이파이 에그 빌릴 수 있나요?,Can I rent a portable Wi-Fi device?,Is there a pocket Wi-Fi rental?,통신,portable Wi-Fi = pocket Wi-Fi = 와이파이 에그,여행
유럽에서는 기차가 가장 편해,"In Europe trains are the most convenient way to travel.","Trains are the best way to get around Europe.",교통,convenient = 편리한,여행
유레일 패스 사는 게 나을까?,Should I get a Eurail pass?,Is a rail pass worth it for this trip?,교통,Eurail pass = 유레일 패스 (유럽 기차 패스),여행
이 나라 전압이 달라서 변압기가 필요해요,The voltage is different here so I need a converter.,I need a voltage converter for my electronics.,전기,voltage = 전압 / converter = 변압기,여행
이 식당 미슐랭 가이드에 나온 데야,This restaurant is in the Michelin Guide.,It's a Michelin-rated place.,식당 추천,Michelin Guide = 미슐랭 가이드,여행
현지 맥주 추천해 주세요,Can you recommend a local beer?,What's a good local brew to try?,식당 주문,local beer = 현지 맥주 / brew = 맥주(비격식),여행
카페에서 작업하고 싶은데 콘센트 자리 있어요?,"I want to work at a café. Are there seats with outlets?","Do you have tables with power outlets? I need to work.",카페,outlets = 콘센트 / 디지털 노마드에게 유용한 표현,여행
이 미술관은 꼭 가봐야 해,This art museum is a must-visit.,You absolutely have to check out this gallery.,관광,must-visit = 꼭 가봐야 할 곳,여행
사진 인화할 수 있는 곳 있나요?,Is there a place to print photos?,Where can I get photos developed?,쇼핑,print photos = get photos developed = 사진 인화,여행
이 동네 안전해요? 밤에 돌아다녀도 되나요?,Is this neighborhood safe? Can I walk around at night?,Is it okay to be out at night in this area?,안전,safe neighborhood = 안전한 동네,여행
여행자 수표 받나요?,Do you accept traveler's checks?,Can I pay with a traveler's check?,결제,traveler's check = 여행자 수표,여행
ATM에서 현금을 뽑았는데 수수료가 많이 나왔어,"I withdrew cash from an ATM and the fees were high.","The ATM charges here are crazy.",환전,ATM fees = 현금인출 수수료,여행
이중 환전하면 손해야 달러로 바꿔가,"You'll lose money with double conversion. Bring dollars.","Convert to dollars first. Double exchanging loses value.",환전,double conversion = 이중 환전,여행
이 카드 해외 결제 수수료가 없어,This card has no foreign transaction fees.,My card doesn't charge for international purchases.,결제,foreign transaction fee = 해외 결제 수수료,여행
영어 메뉴 있나요?,Do you have an English menu?,Is there a menu in English?,식당 주문,English menu = 영어 메뉴,여행
이 관광지는 줄이 너무 길어 온라인으로 예매하자,"The line for this attraction is too long. Let's book online.","Buy tickets online to skip the queue.",관광,skip the queue = 줄을 건너뛰다 / book online = 온라인 예매,여행
성수기라 숙소가 다 찼어,It's peak season so all the hotels are booked.,Everything is sold out because it's high season.,숙소 예약,peak season = high season = 성수기,여행
비수기에 가면 훨씬 싸,It's much cheaper if you go in the off-season.,Prices drop significantly during low season.,여행 계획,off-season = low season = 비수기,여행
여기 물놀이할 수 있는 곳 있어요?,Is there a place to swim or do water activities?,Are there any water sports available here?,관광/해변,water activities = water sports = 수상 활동,여행
짐을 분실 신고하려고요,I'd like to report lost luggage.,I need to file a missing baggage claim.,공항 수하물,lost luggage = missing baggage = 분실 수하물,여행
배낭여행 중인데 가성비 좋은 숙소 있나요?,I'm backpacking. Do you know any budget-friendly places to stay?,I'm a backpacker looking for affordable accommodation.,숙소 예약,backpacking = 배낭여행 / budget-friendly = 가성비 좋은,여행
코인 라커가 어디에 있나요?,Where are the coin lockers?,Is there a luggage locker around here?,짐 보관,coin locker = luggage locker = 코인 라커,여행
스탬프 랠리 하고 있는데 여기서 도장 받을 수 있나요?,I'm doing a stamp rally. Can I get a stamp here?,Where do I get my passport stamped for the rally?,관광,stamp rally = 스탬프 랠리,여행
이 투어 취소하면 환불 되나요?,If I cancel this tour will I get a refund?,What's the refund policy for tour cancellations?,투어,refund policy = 환불 정책,여행
현지 SIM 카드 개통하는 데 여권이 필요한가요?,Do I need my passport to activate a local SIM card?,Is ID required to buy a SIM card?,통신,activate = 개통하다,여행
렌터카 반납할 때 세차해야 하나요?,Do I need to wash the car before returning it?,Should the rental car be cleaned before drop-off?,렌터카,wash the car = 세차하다,여행
국제운전면허증이 필요한가요?,Do I need an international driving permit?,Is an IDP required to drive here?,렌터카,international driving permit = IDP = 국제운전면허증,여행
이 나라 운전석이 반대편이에요?,Is the driver's seat on the other side here?,Do they drive on the left in this country?,렌터카,left-hand traffic = 좌측통행 (영국/일본 등),여행
고속도로 진입하는 법을 모르겠어요,I'm not sure how to get on the highway.,How do I merge onto the freeway?,렌터카,highway = freeway = 고속도로 / merge = 합류하다,여행
내비가 자꾸 유턴하라고 하는데 여기서 유턴할 수 있나요?,The GPS keeps telling me to make a U-turn. Can I do that here?,Is a U-turn allowed at this intersection?,렌터카,U-turn = 유턴 / intersection = 교차로,여행
주차 위반 딱지를 받았어요 어떻게 해야 해요?,I got a parking ticket. What should I do?,I was ticketed for illegal parking. How do I pay?,렌터카,parking ticket = 주차 위반 딱지,여행
이 도로 제한속도가 얼마예요?,What's the speed limit on this road?,How fast can I go here?,렌터카,speed limit = 제한속도,여행
차가 고장났어요 견인차 불러주세요,My car broke down. Can you send a tow truck?,The car won't start. I need roadside assistance.,렌터카,broke down = 고장난 / tow truck = 견인차 / roadside assistance = 긴급출동,여행
타이어가 펑크났어요,I have a flat tire.,My tire blew out.,렌터카,flat tire = 타이어 펑크,여행
기름이 거의 다 떨어졌어 주유소 가야 해,We're almost out of gas. We need to find a gas station.,The fuel light is on. Let's fill up soon.,렌터카,out of gas = 기름이 떨어진,여행
디젤인가요 휘발유인가요?,Does this car take diesel or gasoline?,Is it a diesel or petrol engine?,렌터카,diesel = 디젤 / gasoline = petrol = 휘발유,여행
여기 셀프 주유인가요?,Is this a self-service gas station?,Do I pump the gas myself?,렌터카,self-service = 셀프 / pump gas = 주유하다,여행
교통사고가 났어요 경찰 불러주세요,I've been in a car accident. Please call the police.,There's been a collision. We need the police.,비상 상황,car accident = collision = 교통사고,여행
이 근처에 응급실이 어디예요?,Where's the nearest emergency room?,Which hospital has an ER close by?,비상 상황,emergency room = ER = 응급실,여행
119에 전화해 주세요,Please call 119.,Someone call for an ambulance.,비상 상황,미국은 911 / 유럽은 112 / 한국은 119,여행
여기 AED가 어디에 있나요?,Where is the AED?,Is there a defibrillator nearby?,비상 상황,AED = 자동심장충격기,여행
도난 신고를 하려고요,I'd like to report a theft.,I need to file a police report for stolen property.,비상 상황,theft = 도난 / police report = 경찰 신고,여행
핸드폰을 잃어버렸어요,I lost my phone.,My mobile is missing.,비상 상황,lost phone = 핸드폰 분실,여행
여기 분실물 센터가 있나요?,Is there a lost and found?,Where do I go for lost items?,비상 상황,lost and found = 분실물 센터,여행
신용카드를 분실해서 정지시켜야 해요,"I lost my credit card and need to have it blocked.","I need to cancel my card. It's been lost.",비상 상황,block = cancel = 정지시키다,여행
친구가 다쳤어요 응급처치 키트 있나요?,My friend is hurt. Do you have a first aid kit?,Someone's injured. Where's the first aid kit?,비상 상황,first aid kit = 응급처치 키트,여행
화재가 발생했어요!,There's a fire!,Fire! Everyone get out!,비상 상황,fire = 화재,여행
이 약 처방전 없이 살 수 있나요?,Can I buy this medicine without a prescription?,Is this available over the counter?,건강,prescription = 처방전 / over the counter = 처방전 없이,여행
진통제 주세요,Can I get some painkillers?,I need something for pain.,건강,painkillers = 진통제,여행
소화제 있나요?,Do you have anything for indigestion?,Can I get some digestive medicine?,건강,indigestion = 소화불량 / digestive medicine = 소화제,여행
반창고 있나요?,Do you have a Band-Aid?,Can I get a bandage?,건강,Band-Aid = bandage = 반창고,여행
벌레에 물렸어요 가려워요,I got a bug bite and it's itchy.,Something bit me and it's really itching.,건강,bug bite = 벌레 물림 / itchy = 가려운,여행
햇볕에 피부가 탔어요,I got sunburned.,My skin is burnt from the sun.,건강,sunburned = 햇볕에 탄,여행
여기 와보고 싶었어 드디어 왔다,I've always wanted to come here. I finally made it.,I've been dreaming of this place. We're finally here.,감상,finally made it = 드디어 왔다,여행
여행 사진 좀 정리해야겠다,I need to organize my travel photos.,I should sort through all the pictures from the trip.,여행 후,organize = sort through = 정리하다,여행
이번 여행 최고였어 다음에 또 오자,"This trip was the best. Let's come back.","What an amazing trip. We have to do this again.",여행 후,the best = amazing = 최고의,여행
공항에 배웅 나와줘서 고마워,Thanks for coming to see me off at the airport.,I appreciate you dropping me off at the airport.,공항,see someone off = 배웅하다,여행
잘 도착하면 연락할게,I'll let you know when I arrive safely.,I'll text you once I land.,출발/도착,let you know = 알려주다 / land = 착륙하다,여행
집에 도착했어 여행 잘 마쳤어,I'm home. The trip went great.,Made it back safe and sound. What a trip.,여행 후,safe and sound = 무사히,여행
시차 때문에 아직 적응이 안 돼,I'm still adjusting to the time difference.,The jet lag is killing me.,여행 후,adjusting = 적응하는 / jet lag = 시차 피로,여행
다음 여행지는 어디로 할까?,Where should we go for our next trip?,Any ideas for our next vacation destination?,여행 계획,destination = 목적지,여행
여행 블로그에 후기 올려야지,I should post a review on my travel blog.,Time to write up the trip on my blog.,여행 후,travel blog = 여행 블로그 / post a review = 후기를 올리다,여행
이 나라 입국할 때 PCR 검사 필요한가요?,Do I need a PCR test to enter this country?,Is a COVID test required for entry?,입국 심사,PCR test = PCR 검사 / entry requirements = 입국 요건,여행
위탁 수하물 하나 더 추가하고 싶어요,I'd like to add an extra checked bag.,Can I check one more piece of luggage?,공항,checked bag = 위탁 수하물,여행
깨지기 쉬운 물건이라 조심히 다뤄주세요,This is fragile. Please handle it with care.,Be careful with this. It's breakable.,공항/짐,fragile = breakable = 깨지기 쉬운,여행
유모차는 게이트에서 맡기면 되나요?,Can I gate check the stroller?,Do I check the stroller at the gate?,공항,gate check = 게이트에서 맡기다,여행
기내 엔터테인먼트 시스템이 안 돼요,The in-flight entertainment system isn't working.,My screen is frozen. Can someone reset it?,기내,in-flight entertainment = 기내 엔터테인먼트,여행
옆 승객이 자꾸 팔걸이를 침범해요,"The passenger next to me keeps hogging the armrest.","My neighbor won't share the armrest.",기내,armrest = 팔걸이 / hog = 독차지하다,여행
이 호텔 조식 맛있어? 후기에서 좋다던데,Is the hotel breakfast any good? Reviews said it was.,The breakfast here got great reviews. Should we try it?,호텔 식사,reviews = 후기,여행
이불이 너무 얇아요 하나 더 주세요,The blanket is too thin. Can I get another one?,Could I get an extra comforter? It's cold.,호텔 요청,thin = 얇은 / comforter = 이불,여행
방에서 바다가 보여? 우리 방은 안 보여,Can you see the ocean from your room? Ours doesn't have a view.,Do you have a sea view? We got the city side.,호텔,sea view = ocean view = 바다 전망,여행
이 호텔 평점이 어떻게 돼?,What's this hotel's rating?,How many stars does this hotel have?,숙소 예약,rating = 평점 / stars = 별점,여행
체크인할 때 보증금 내야 하나요?,Is there a deposit required at check-in?,Do I need to put down a security deposit?,호텔 체크인,deposit = security deposit = 보증금,여행
이거 룸서비스로 시킬 수 있나요?,Can I order this through room service?,Is this item available for room service?,호텔 식사,room service = 룸서비스,여행
호텔 바에서 한잔하자,Let's grab a drink at the hotel bar.,Should we have a nightcap at the bar?,호텔,nightcap = 잠자리 전 한잔,여행
이 식당 웨이팅이 길어 다른 데 가자,"This restaurant has a long wait. Let's go somewhere else.","The line here is too long. Let's find another place.",식당,long wait = 긴 대기 시간,여행
이 나라에서는 식사 전에 손 씻는 게 예의야,"In this country it's polite to wash your hands before eating.","Make sure to wash up before the meal. It's expected here.",문화,polite = 예의 바른 / expected = 기대되는,여행
서양 식당에서는 소리 내서 먹으면 안 돼,"In Western restaurants you shouldn't slurp or make noise while eating.","Try not to eat loudly. It's considered rude here.",문화,slurp = 소리 내며 먹다 / rude = 무례한,여행
이 가게 몇 시에 닫아요?,What time does this shop close?,When do you close?,쇼핑,close = 닫다 / closing time = 폐점 시간,여행
여기 흥정이 가능해요?,Can I bargain here?,Is haggling accepted at this market?,쇼핑,bargain = haggle = 흥정하다,여행
