deterritorialization,"Deterritorialization describes how cultural practices become detached from their places of origin.",탈영토화,탈영토화는 문화적 관행이 원래 장소에서 분리되는 방식을 기술한다.,脱領土化,脱領土化は文化的実践がその起源の場所から切り離される方法を記述する。,解域化,解域化描述了文化实践如何从其起源地脱离。,desterritorialización,La desterritorialización describe cómo las prácticas culturales se desprenden de sus lugares de origen.,giải lãnh thổ hóa,Giải lãnh thổ hóa mô tả cách các thực hành văn hóa tách khỏi nơi xuất xứ.,การปลดพื้นที่,การปลดพื้นที่อธิบายว่าแนวปฏิบัติทางวัฒนธรรมแยกออกจากถิ่นกำเนิดอย่างไร,deteritorialisasi,Deteritorialisasi menggambarkan bagaimana praktik budaya menjadi terlepas dari tempat asalnya.
consanguinity,"Laws regulating consanguinity prohibit marriage between close blood relatives.",혈족관계,"혈족관계를 규제하는 법률은 가까운 혈연 간의 결혼을 금지한다.",血族関係,"血族関係を規制する法律は近い血縁者間の婚姻を禁止する。",血亲关系,"规范血亲关系的法律禁止近亲之间的婚姻。",consanguinidad,"Las leyes que regulan la consanguinidad prohíben el matrimonio entre parientes consanguíneos cercanos.",cận huyết,"Luật điều chỉnh cận huyết cấm hôn nhân giữa những người có quan hệ huyết thống gần.",ความเป็นญาติทางสายเลือด,"กฎหมายที่ควบคุมความเป็นญาติทางสายเลือดห้ามการแต่งงานระหว่างญาติสนิททางสายเลือด",konsanguinitas,"Hukum yang mengatur konsanguinitas melarang pernikahan antara kerabat dekat sedarah."
endogamy,"Endogamy within isolated communities can increase the frequency of recessive genetic disorders.",내혼,"고립된 공동체 내의 내혼은 열성 유전 질환의 빈도를 증가시킬 수 있다.",内婚,"孤立したコミュニティ内の内婚は劣性遺伝疾患の頻度を増加させ得る。",内婚,"孤立社区内的内婚可以增加隐性遗传疾病的频率。",endogamia,"La endogamia dentro de comunidades aisladas puede aumentar la frecuencia de trastornos genéticos recesivos.",nội hôn,"Nội hôn trong các cộng đồng cô lập có thể làm tăng tần suất rối loạn di truyền lặn.",การแต่งงานในกลุ่ม,"การแต่งงานในกลุ่มภายในชุมชนที่โดดเดี่ยวสามารถเพิ่มความถี่ของโรคทางพันธุกรรมแบบด้อย",endogami,"Endogami dalam komunitas terisolasi dapat meningkatkan frekuensi kelainan genetik resesif."
primogeniture,"Under primogeniture the eldest son inherited the entire family estate.",장자상속,"장자상속 하에서 장남이 가문 전체 재산을 상속받았다.",長子相続,"長子相続の下で長男が家族の全財産を相続した。",长子继承,"在长子继承制下，长子继承了全部家产。",primogenitura,"Bajo la primogenitura el hijo mayor heredaba toda la propiedad familiar.",quyền trưởng nam,"Theo quyền trưởng nam, con trai cả thừa hưởng toàn bộ tài sản gia đình.",สิทธิบุตรหัวปี,"ภายใต้สิทธิบุตรหัวปี ลูกชายคนโตสืบทอดทรัพย์สมบัติของครอบครัวทั้งหมด",primogenitur,"Di bawah primogenitur, putra sulung mewarisi seluruh properti keluarga."
genealogical,"Genealogical research uncovered a surprising connection between the two unrelated families.",계보학적,"계보학적 조사는 무관한 두 가문 사이의 놀라운 연결을 밝혀냈다.",系図学的,"系図学的研究は無関係と思われた2つの家族の驚くべきつながりを明らかにした。",谱系学,"谱系学研究揭示了两个不相关家族之间令人惊讶的联系。",genealógico,"La investigación genealógica descubrió una conexión sorprendente entre las dos familias no relacionadas.",phả hệ học,"Nghiên cứu phả hệ học phát hiện mối liên hệ bất ngờ giữa hai gia đình không liên quan.",เชิงลำดับวงศ์ตระกูล,"การวิจัยเชิงลำดับวงศ์ตระกูลเปิดเผยความเชื่อมโยงที่น่าประหลาดใจระหว่างสองครอบครัวที่ไม่เกี่ยวข้องกัน",genealogis,"Penelitian genealogis mengungkap hubungan mengejutkan antara dua keluarga yang tidak terkait."
haplogroup,"His Y-chromosome haplogroup traced his paternal ancestry back to Central Asia.",하플로그룹,"그의 Y염색체 하플로그룹은 부계 조상을 중앙아시아까지 추적했다.",ハプログループ,"彼のY染色体ハプログループは父系の祖先を中央アジアまで遡った。",单倍群,"他的Y染色体单倍群将其父系祖先追溯到中亚。",haplogrupo,"Su haplogrupo del cromosoma Y rastreó su ascendencia paterna hasta Asia Central.",nhóm đơn bội,"Nhóm đơn bội nhiễm sắc thể Y của anh ấy truy nguyên tổ tiên phụ hệ về Trung Á.",แฮพลอกรุ๊ป,"แฮพลอกรุ๊ปโครโมโซม Y ของเขาสืบย้อนบรรพบุรุษฝ่ายพ่อไปจนถึงเอเชียกลาง",haplogroup,"Haplogroup kromosom Y miliknya melacak nenek moyang garis ayah ke Asia Tengah."
lineage,"The royal lineage was meticulously documented in centuries-old parish records.",혈통,"왕실 혈통은 수백 년 된 교구 기록에 꼼꼼하게 기록되었다.",血統,"王室の血統は数百年前の教区記録に綿密に記録されていた。",血统,"皇室血统在数百年的教区记录中被精心记录。",linaje,"El linaje real fue meticulosamente documentado en registros parroquiales de siglos de antigüedad.",dòng dõi,"Dòng dõi hoàng gia được ghi chép tỉ mỉ trong hồ sơ giáo xứ hàng thế kỷ.",สายตระกูล,"สายตระกูลราชวงศ์ถูกบันทึกอย่างละเอียดในบันทึกวัดที่มีอายุหลายศตวรรษ",garis keturunan,"Garis keturunan kerajaan didokumentasikan dengan cermat dalam catatan paroki berusia berabad-abad."
epitaph,"The epitaph on the gravestone provided the only surviving record of the ancestor's birth date.",묘비명,"묘비의 묘비명은 그 조상의 출생 날짜에 대한 유일한 현존 기록을 제공했다.",墓碑銘,"墓石の墓碑銘はその祖先の生年月日に関する唯一の現存する記録を提供した。",墓志铭,"墓碑上的墓志铭提供了该祖先出生日期的唯一现存记录。",epitafio,"El epitafio en la lápida proporcionó el único registro sobreviviente de la fecha de nacimiento del antepasado.",bia mộ,"Văn bia trên mộ cung cấp hồ sơ duy nhất còn tồn tại về ngày sinh của tổ tiên.",คำจารึกหลุมศพ,"คำจารึกหลุมศพบนหินหลุมศพเป็นบันทึกเดียวที่หลงเหลือของวันเกิดบรรพบุรุษ",epitaf,"Epitaf pada batu nisan memberikan satu-satunya catatan yang tersisa tentang tanggal lahir leluhur."
heraldry,"Heraldry served as a visual language identifying noble families across medieval Europe.",문장학,"문장학은 중세 유럽 전역에서 귀족 가문을 식별하는 시각적 언어로 기능했다.",紋章学,"紋章学は中世ヨーロッパ全体で貴族の家系を識別する視覚的言語として機能した。",纹章学,"纹章学作为一种视觉语言，用于识别中世纪欧洲的贵族家族。",heráldica,"La heráldica sirvió como un lenguaje visual que identificaba a las familias nobles en la Europa medieval.",huy hiệu học,"Huy hiệu học đóng vai trò ngôn ngữ thị giác nhận dạng các gia đình quý tộc khắp châu Âu thời trung cổ.",วิชาตราประจำตระกูล,"วิชาตราประจำตระกูลทำหน้าที่เป็นภาษาภาพที่ระบุตัวตนครอบครัวขุนนางทั่วยุโรปยุคกลาง",heraldri,"Heraldri berfungsi sebagai bahasa visual yang mengidentifikasi keluarga bangsawan di seluruh Eropa abad pertengahan."
filial,"Filial piety remains a cornerstone of genealogical consciousness in East Asian cultures.",효도의,"효도는 동아시아 문화에서 계보적 의식의 초석으로 남아 있다.",孝行の,"孝行は東アジア文化における系図意識の礎石であり続けている。",孝道的,"孝道仍然是东亚文化中族谱意识的基石。",filial,"La piedad filial sigue siendo una piedra angular de la conciencia genealógica en las culturas de Asia Oriental.",hiếu thảo,"Lòng hiếu thảo vẫn là nền tảng của ý thức phả hệ trong văn hóa Đông Á.",กตัญญู,"ความกตัญญูยังคงเป็นรากฐานของจิตสำนึกทางลำดับวงศ์ตระกูลในวัฒนธรรมเอเชียตะวันออก",kepatuhan anak,"Kepatuhan anak tetap menjadi landasan kesadaran silsilah dalam budaya Asia Timur."
patronymic,"Many Scandinavian patronymic surnames derive from the father's first name plus a suffix.",부칭,"많은 스칸디나비아 부칭 성씨는 아버지의 이름에 접미사를 붙여 파생되었다.",父称,"多くのスカンジナビアの父称の姓は父親の名前に接尾辞を加えて派生した。",父名,"许多斯堪的纳维亚父名姓氏源自父亲的名字加上后缀。",patronímico,"Muchos apellidos patronímicos escandinavos derivan del nombre del padre más un sufijo.",phụ danh,"Nhiều họ phụ danh Scandinavia bắt nguồn từ tên của người cha cộng thêm hậu tố.",นามสกุลจากพ่อ,"นามสกุลจากพ่อแบบสแกนดิเนเวียหลายนามสกุลมาจากชื่อพ่อบวกกับคำต่อท้าย",patronimik,"Banyak nama keluarga patronimik Skandinavia berasal dari nama depan ayah ditambah akhiran."
agnate,"Agnate relatives trace their descent exclusively through the male line from a common ancestor.",부계 친족,"부계 친족은 공통 조상으로부터 남성 혈통만을 통해 혈통을 추적한다.",父系親族,"父系親族は共通の祖先から男系のみを通じてその血統を辿る。",男系亲属,"男系亲属仅通过男性血统追溯其与共同祖先的关系。",agnado,"Los parientes agnados trazan su descendencia exclusivamente por línea masculina desde un ancestro común.",thân tộc phụ hệ,"Thân tộc phụ hệ truy nguyên dòng dõi chỉ qua dòng nam từ tổ tiên chung.",ญาติฝ่ายพ่อ,"ญาติฝ่ายพ่อสืบเชื้อสายเฉพาะทางสายชายจากบรรพบุรุษร่วม",agnat,"Kerabat agnat menelusuri keturunan mereka secara eksklusif melalui garis laki-laki dari nenek moyang bersama."
atavism,"The child's red hair was considered an atavism since no parent or grandparent shared the trait.",격세유전,"그 아이의 빨간 머리카락은 부모나 조부모 모두 그 특성을 공유하지 않아 격세유전으로 여겨졌다.",隔世遺伝,"その子供の赤毛は両親も祖父母もその特徴を共有していなかったため隔世遺伝と考えられた。",返祖现象,"孩子的红发被认为是返祖现象，因为父母和祖父母都没有这一特征。",atavismo,"El cabello rojo del niño fue considerado un atavismo ya que ningún padre o abuelo compartía el rasgo.",hiện tượng lại giống,"Tóc đỏ của đứa trẻ được coi là hiện tượng lại giống vì không có cha mẹ hay ông bà nào có đặc điểm này.",ลักษณะย้อนบรรพบุรุษ,"ผมแดงของเด็กถูกมองว่าเป็นลักษณะย้อนบรรพบุรุษเนื่องจากไม่มีพ่อแม่หรือปู่ย่าตายายที่มีลักษณะนี้",atavisme,"Rambut merah anak tersebut dianggap sebagai atavisme karena tidak ada orang tua atau kakek nenek yang memiliki ciri tersebut."
enumerated powers,The constitution explicitly lists enumerated powers granted to the federal government.,열거된 권한,헌법은 연방 정부에 부여된 열거된 권한을 명시적으로 나열한다.,列挙された権限,憲法は連邦政府に付与された列挙された権限を明示的に列挙している。,列举权力,宪法明确列出了授予联邦政府的列举权力。,poderes enumerados,La constitución enumera explícitamente los poderes enumerados otorgados al gobierno federal.,quyền liệt kê,Hiến pháp liệt kê rõ ràng các quyền liệt kê được trao cho chính phủ liên bang.,อำนาจที่ระบุไว้,รัฐธรรมนูญระบุอำนาจที่ระบุไว้ที่มอบให้แก่รัฐบาลกลางอย่างชัดเจน,kekuasaan yang disebutkan,Konstitusi secara eksplisit mencantumkan kekuasaan yang disebutkan yang diberikan kepada pemerintah federal.
sovereign immunity,Sovereign immunity protects the state from being sued without its own consent.,국가면책특권,국가면책특권은 국가가 자체 동의 없이 소송을 당하지 않도록 보호한다.,主権免除,主権免除は国家が自らの同意なしに訴えられることから保護する。,主权豁免,主权豁免保护国家免于在未经其同意的情况下被起诉。,inmunidad soberana,La inmunidad soberana protege al estado de ser demandado sin su propio consentimiento.,quyền miễn trừ chủ quyền,Quyền miễn trừ chủ quyền bảo vệ nhà nước khỏi bị kiện mà không có sự đồng ý của chính nhà nước.,เอกสิทธิ์อธิปไตย,เอกสิทธิ์อธิปไตยคุ้มครองรัฐจากการถูกฟ้องร้องโดยไม่ได้รับความยินยอมจากรัฐเอง,imunitas kedaulatan,Imunitas kedaulatan melindungi negara dari dituntut tanpa persetujuannya sendiri.
originalism,Originalism interprets the constitution according to the framers' intent at the time of drafting.,원의주의,원의주의는 헌법을 기초 당시 기초자들의 의도에 따라 해석한다.,原意主義,原意主義は憲法を起草時の起草者の意図に従って解釈する。,原旨主义,原旨主义按照制宪者起草时的意图来解释宪法。,originalismo,El originalismo interpreta la constitución según la intención de los redactores en el momento de su redacción.,thuyết nguyên gốc,Thuyết nguyên gốc giải thích hiến pháp theo ý định của những người soạn thảo tại thời điểm soạn thảo.,ทฤษฎีต้นฉบับ,ทฤษฎีต้นฉบับตีความรัฐธรรมนูญตามเจตนารมณ์ของผู้ร่างในขณะที่ร่าง,originalisme,Originalisme menafsirkan konstitusi sesuai dengan maksud para perumus pada saat penyusunan.
strict scrutiny,Laws that restrict fundamental rights must survive strict scrutiny to be upheld.,엄격심사,기본권을 제한하는 법률은 유지되기 위해 엄격심사를 통과해야 한다.,厳格審査,基本的権利を制限する法律は維持されるために厳格審査に耐えなければならない。,严格审查,限制基本权利的法律必须经受严格审查才能维持。,escrutinio estricto,Las leyes que restringen derechos fundamentales deben superar el escrutinio estricto para ser confirmadas.,kiểm tra nghiêm ngặt,Các luật hạn chế quyền cơ bản phải vượt qua kiểm tra nghiêm ngặt để được duy trì.,การตรวจสอบอย่างเข้มงวด,กฎหมายที่จำกัดสิทธิขั้นพื้นฐานต้องผ่านการตรวจสอบอย่างเข้มงวดจึงจะมีผลบังคับใช้,pengujian ketat,Undang-undang yang membatasi hak-hak fundamental harus lolos pengujian ketat untuk dipertahankan.
separation of powers,The separation of powers prevents any single branch from accumulating excessive authority.,권력분립,권력분립은 어떤 단일 부서도 과도한 권한을 축적하는 것을 방지한다.,権力分立,権力分立はいかなる単一の部門も過度な権限を蓄積することを防ぐ。,三权分立,三权分立防止任何单一部门积累过多权力。,separación de poderes,La separación de poderes impide que cualquier rama acumule autoridad excesiva.,phân chia quyền lực,Sự phân chia quyền lực ngăn chặn bất kỳ nhánh nào tích lũy quyền lực quá mức.,การแบ่งแยกอำนาจ,การแบ่งแยกอำนาจป้องกันไม่ให้ฝ่ายใดฝ่ายหนึ่งสะสมอำนาจมากเกินไป,pemisahan kekuasaan,Pemisahan kekuasaan mencegah cabang mana pun dari mengakumulasi otoritas yang berlebihan.
equal protection clause,The equal protection clause prohibits states from denying any person equal treatment under the law.,평등보호조항,평등보호조항은 주가 어떤 사람에게도 법 아래 평등한 대우를 거부하는 것을 금지한다.,平等保護条項,平等保護条項は州がいかなる人にも法の下の平等な扱いを否定することを禁じる。,平等保护条款,平等保护条款禁止各州拒绝给予任何人法律上的平等待遇。,cláusula de igual protección,La cláusula de igual protección prohíbe a los estados negar a cualquier persona un trato igualitario ante la ley.,điều khoản bảo vệ bình đẳng,Điều khoản bảo vệ bình đẳng cấm các tiểu bang từ chối đối xử bình đẳng với bất kỳ ai theo pháp luật.,หลักคุ้มครองเท่าเทียม,หลักคุ้มครองเท่าเทียมห้ามรัฐปฏิเสธการปฏิบัติอย่างเท่าเทียมกันภายใต้กฎหมายต่อบุคคลใดๆ,klausul perlindungan yang setara,Klausul perlindungan yang setara melarang negara bagian menolak perlakuan yang sama di bawah hukum kepada siapa pun.
judicial review,Judicial review empowers courts to invalidate legislation that violates constitutional provisions.,사법심사,사법심사는 법원에 헌법 조항을 위반하는 입법을 무효화할 권한을 부여한다.,違憲立法審査権,違憲立法審査権は憲法の規定に違反する立法を無効にする権限を裁判所に与える。,司法审查,司法审查赋予法院权力使违反宪法规定的立法无效。,revisión judicial,La revisión judicial faculta a los tribunales para invalidar legislación que viole disposiciones constitucionales.,quyền xem xét tư pháp,Quyền xem xét tư pháp trao cho tòa án quyền vô hiệu hóa luật vi phạm các quy định hiến pháp.,การทบทวนของศาล,การทบทวนของศาลให้อำนาจศาลในการเพิกถอนกฎหมายที่ละเมิดบทบัญญัติของรัฐธรรมนูญ,judicial review,Judicial review memberdayakan pengadilan untuk membatalkan undang-undang yang melanggar ketentuan konstitusi.
commerce clause,The commerce clause grants Congress the authority to regulate interstate economic activity.,통상조항,통상조항은 의회에 주간 경제 활동을 규제할 권한을 부여한다.,通商条項,通商条項は議会に州間の経済活動を規制する権限を付与する。,商业条款,商业条款授予国会监管州际经济活动的权力。,cláusula de comercio,La cláusula de comercio otorga al Congreso la autoridad para regular la actividad económica interestatal.,điều khoản thương mại,Điều khoản thương mại trao cho Quốc hội quyền điều tiết hoạt động kinh tế liên bang.,มาตราการพาณิชย์,มาตราการพาณิชย์มอบอำนาจให้รัฐสภาในการควบคุมกิจกรรมทางเศรษฐกิจระหว่างรัฐ,klausul perdagangan,Klausul perdagangan memberikan Kongres otoritas untuk mengatur aktivitas ekonomi antarnegara bagian.
apoptosis,Apoptosis is the programmed cell death mechanism essential for maintaining tissue homeostasis.,세포자멸사,세포자멸사는 조직 항상성을 유지하는 데 필수적인 프로그램된 세포 사멸 메커니즘이다.,アポトーシス,アポトーシスは組織の恒常性を維持するために不可欠なプログラム細胞死のメカニズムである。,细胞凋亡,细胞凋亡是维持组织稳态所必需的程序性细胞死亡机制。,apoptosis,La apoptosis es el mecanismo de muerte celular programada esencial para mantener la homeostasis tisular.,chết theo chương trình,Chết theo chương trình là cơ chế chết tế bào được lập trình cần thiết để duy trì cân bằng nội môi mô.,อะพอพโทซิส,อะพอพโทซิสเป็นกลไกการตายของเซลล์แบบโปรแกรมที่จำเป็นต่อการรักษาสมดุลของเนื้อเยื่อ,apoptosis,Apoptosis adalah mekanisme kematian sel terprogram yang penting untuk menjaga homeostasis jaringan.
mitochondrial biogenesis,Mitochondrial biogenesis increases the cellular capacity for oxidative phosphorylation under metabolic stress.,미토콘드리아 생합성,미토콘드리아 생합성은 대사 스트레스 하에서 산화적 인산화에 대한 세포 능력을 증가시킨다.,ミトコンドリア生合成,ミトコンドリア生合成は代謝ストレス下で酸化的リン酸化の細胞能力を増加させる。,线粒体生物合成,线粒体生物合成在代谢应激下增加细胞氧化磷酸化的能力。,biogénesis mitocondrial,La biogénesis mitocondrial aumenta la capacidad celular para la fosforilación oxidativa bajo estrés metabólico.,sinh tổng hợp ty thể,Sinh tổng hợp ty thể tăng khả năng phosphoryl hóa oxy hóa của tế bào dưới stress chuyển hóa.,การสร้างไมโทคอนเดรีย,การสร้างไมโทคอนเดรียเพิ่มความสามารถของเซลล์ในการฟอสโฟรีเลชันแบบออกซิเดทีฟภายใต้ความเครียดทางเมตาบอลิก,biogenesis mitokondria,Biogenesis mitokondria meningkatkan kapasitas seluler untuk fosforilasi oksidatif di bawah stres metabolik.
endocytosis,Receptor-mediated endocytosis allows cells to internalize specific macromolecules from the extracellular environment.,세포내이입,수용체 매개 세포내이입은 세포가 세포외 환경에서 특정 거대분자를 내부화할 수 있게 한다.,エンドサイトーシス,受容体介在性エンドサイトーシスは細胞が細胞外環境から特定の高分子を取り込むことを可能にする。,内吞作用,受体介导的内吞作用使细胞能够从细胞外环境中内化特定的大分子。,endocitosis,La endocitosis mediada por receptores permite a las células internalizar macromoléculas específicas del entorno extracelular.,nhập bào,Nhập bào qua trung gian thụ thể cho phép tế bào thu nhận các đại phân tử cụ thể từ môi trường ngoại bào.,เอนโดไซโทซิส,เอนโดไซโทซิสที่ผ่านตัวรับช่วยให้เซลล์นำโมเลกุลขนาดใหญ่เฉพาะจากสภาพแวดล้อมนอกเซลล์เข้าภายใน,endositosis,Endositosis yang dimediasi reseptor memungkinkan sel menginternalisasi makromolekul tertentu dari lingkungan ekstraseluler.
telomerase,Telomerase is an enzyme that extends telomeres and is aberrantly activated in most cancer cells.,텔로머라아제,텔로머라아제는 텔로미어를 연장하는 효소로 대부분의 암세포에서 비정상적으로 활성화된다.,テロメラーゼ,テロメラーゼはテロメアを伸長する酵素で、ほとんどのがん細胞で異常に活性化される。,端粒酶,端粒酶是一种延长端粒的酶，在大多数癌细胞中被异常激活。,telomerasa,La telomerasa es una enzima que extiende los telómeros y se activa de manera aberrante en la mayoría de las células cancerosas.,telomerase,Telomerase là một enzyme kéo dài telomere và được kích hoạt bất thường trong hầu hết các tế bào ung thư.,เทโลเมอเรส,เทโลเมอเรสเป็นเอนไซม์ที่ยืดเทโลเมียร์และถูกกระตุ้นอย่างผิดปกติในเซลล์มะเร็งส่วนใหญ่,telomerase,Telomerase adalah enzim yang memperpanjang telomer dan diaktifkan secara menyimpang di sebagian besar sel kanker.
signal transduction,Signal transduction cascades convert extracellular stimuli into intracellular biochemical responses.,신호전달,신호전달 연쇄반응은 세포외 자극을 세포내 생화학적 반응으로 변환한다.,シグナル伝達,シグナル伝達カスケードは細胞外刺激を細胞内の生化学的応答に変換する。,信号转导,信号转导级联将细胞外刺激转化为细胞内生化反应。,transducción de señales,Las cascadas de transducción de señales convierten estímulos extracelulares en respuestas bioquímicas intracelulares.,truyền tín hiệu,Các chuỗi truyền tín hiệu chuyển đổi kích thích ngoại bào thành phản ứng sinh hóa nội bào.,การถ่ายทอดสัญญาณ,กระบวนการถ่ายทอดสัญญาณแบบน้ำตกแปลงสิ่งกระตุ้นจากภายนอกเซลล์เป็นการตอบสนองทางชีวเคมีภายในเซลล์,transduksi sinyal,Kaskade transduksi sinyal mengubah rangsangan ekstraseluler menjadi respons biokimia intraseluler.
homologous recombination,Homologous recombination repairs double-strand DNA breaks using a sister chromatid as a template.,상동 재조합,상동 재조합은 자매 염색분체를 템플릿으로 사용하여 이중가닥 DNA 절단을 복구한다.,相同組換え,相同組換えは姉妹染色分体をテンプレートとして使用して二本鎖DNA切断を修復する。,同源重组,同源重组利用姐妹染色单体作为模板修复双链DNA断裂。,recombinación homóloga,La recombinación homóloga repara las roturas de doble cadena del ADN usando una cromátida hermana como plantilla.,tái tổ hợp tương đồng,Tái tổ hợp tương đồng sửa chữa các đứt gãy sợi đôi DNA bằng cách sử dụng nhiễm sắc tử chị em làm khuôn mẫu.,การรวมตัวแบบคล้ายคลึง,การรวมตัวแบบคล้ายคลึงซ่อมแซมการแตกหักของดีเอ็นเอสายคู่โดยใช้โครมาทิดพี่น้องเป็นแม่แบบ,rekombinasi homolog,Rekombinasi homolog memperbaiki kerusakan untai ganda DNA menggunakan kromatid saudara sebagai templat.
meristematic tissue,Meristematic tissue contains undifferentiated cells responsible for continuous plant growth.,분열조직,분열조직은 지속적인 식물 성장을 담당하는 미분화 세포를 포함한다.,分裂組織,分裂組織は継続的な植物の成長を担う未分化細胞を含む。,分生组织,分生组织包含负责植物持续生长的未分化细胞。,tejido meristemático,El tejido meristemático contiene células indiferenciadas responsables del crecimiento continuo de la planta.,mô phân sinh,Mô phân sinh chứa các tế bào chưa biệt hóa chịu trách nhiệm cho sự tăng trưởng liên tục của thực vật.,เนื้อเยื่อเจริญ,เนื้อเยื่อเจริญมีเซลล์ที่ยังไม่เปลี่ยนแปลงซึ่งรับผิดชอบการเจริญเติบโตอย่างต่อเนื่องของพืช,jaringan meristematik,Jaringan meristematik mengandung sel-sel yang belum terdiferensiasi yang bertanggung jawab atas pertumbuhan tanaman yang berkelanjutan.
allosteric regulation,Allosteric regulation modulates enzyme activity through binding at sites other than the active site.,알로스테릭 조절,알로스테릭 조절은 활성 부위가 아닌 다른 부위에서의 결합을 통해 효소 활성을 조절한다.,アロステリック調節,アロステリック調節は活性部位以外の部位での結合を通じて酵素活性を調節する。,变构调节,变构调节通过在活性位点以外的位点结合来调节酶活性。,regulación alostérica,La regulación alostérica modula la actividad enzimática mediante la unión en sitios distintos al sitio activo.,điều hòa dị lập thể,Điều hòa dị lập thể điều chỉnh hoạt tính enzyme thông qua liên kết tại các vị trí khác ngoài vị trí hoạt động.,การควบคุมแบบอัลโลสเตอริก,การควบคุมแบบอัลโลสเตอริกปรับเปลี่ยนกิจกรรมของเอนไซม์ผ่านการจับที่ตำแหน่งอื่นนอกเหนือจากตำแหน่งที่ทำงาน,regulasi alosterik,Regulasi alosterik memodulasi aktivitas enzim melalui pengikatan di situs selain situs aktif.
chemotaxis,Chemotaxis guides the directed movement of organisms toward or away from chemical stimuli.,주화성,주화성은 화학적 자극을 향해 또는 멀어지는 유기체의 방향성 이동을 안내한다.,走化性,走化性は化学刺激に向かうまたは遠ざかる生物の方向性のある移動を誘導する。,趋化性,趋化性引导生物体向化学刺激方向或远离化学刺激的定向运动。,quimiotaxis,La quimiotaxis guía el movimiento dirigido de organismos hacia o lejos de estímulos químicos.,hóa hướng động,Hóa hướng động hướng dẫn sự di chuyển có hướng của sinh vật về phía hoặc xa các kích thích hóa học.,เคมีแทกซิส,เคมีแทกซิสนำทางการเคลื่อนที่อย่างมีทิศทางของสิ่งมีชีวิตเข้าหาหรือออกห่างจากสิ่งกระตุ้นทางเคมี,kemotaksis,Kemotaksis memandu pergerakan terarah organisme menuju atau menjauhi rangsangan kimia.
symbiogenesis,Symbiogenesis proposes that mitochondria and chloroplasts originated from endosymbiotic prokaryotes.,공생발생,공생발생은 미토콘드리아와 엽록체가 내부공생 원핵생물에서 유래했다고 제안한다.,共生発生,共生発生はミトコンドリアと葉緑体が内部共生原核生物に由来すると提唱する。,共生起源,共生起源提出线粒体和叶绿体起源于内共生原核生物。,simbiogénesis,La simbiogénesis propone que las mitocondrias y los cloroplastos se originaron a partir de procariotas endosimbióticos.,cộng sinh phát sinh,Cộng sinh phát sinh đề xuất rằng ty thể và lục lạp có nguồn gốc từ các sinh vật nhân sơ nội cộng sinh.,ซิมไบโอเจเนซิส,ซิมไบโอเจเนซิสเสนอว่าไมโทคอนเดรียและคลอโรพลาสต์มีต้นกำเนิดจากโพรแคริโอตแบบเอนโดซิมไบโอติก,simbiogenesis,Simbiogenesis mengusulkan bahwa mitokondria dan kloroplas berasal dari prokariota endosimbiotik.
proteomics,Proteomics analyzes the entire complement of proteins expressed by a genome under specific conditions.,프로테오믹스,프로테오믹스는 특정 조건에서 게놈에 의해 발현되는 전체 단백질 보완체를 분석한다.,プロテオミクス,プロテオミクスは特定の条件下でゲノムによって発現されるタンパク質の全体を分析する。,蛋白质组学,蛋白质组学分析基因组在特定条件下表达的全部蛋白质。,proteómica,La proteómica analiza el complemento completo de proteínas expresadas por un genoma bajo condiciones específicas.,protein học,Protein học phân tích toàn bộ bổ sung protein được biểu hiện bởi một hệ gen trong các điều kiện cụ thể.,โปรตีโอมิกส์,โปรตีโอมิกส์วิเคราะห์โปรตีนทั้งหมดที่แสดงออกโดยจีโนมภายใต้สภาวะเฉพาะ,proteomik,Proteomik menganalisis seluruh komplemen protein yang diekspresikan oleh genom di bawah kondisi tertentu.
nucleosynthesis,Stellar nucleosynthesis forges heavier elements from hydrogen and helium in the cores of massive stars.,핵합성,항성 핵합성은 거대한 별의 핵에서 수소와 헬륨으로부터 더 무거운 원소를 만들어낸다.,核合成,恒星核合成は巨大な恒星の核で水素とヘリウムからより重い元素を生成する。,核合成,恒星核合成在大质量恒星核心中从氢和氦锻造更重的元素。,nucleosíntesis,La nucleosíntesis estelar forja elementos más pesados a partir de hidrógeno y helio en los núcleos de estrellas masivas.,tổng hợp hạt nhân,Tổng hợp hạt nhân sao tạo ra các nguyên tố nặng hơn từ hydro và heli trong lõi của các ngôi sao lớn.,นิวคลีโอซินทีซิส,นิวคลีโอซินทีซิสของดาวฤกษ์สร้างธาตุที่หนักกว่าจากไฮโดรเจนและฮีเลียมในแกนกลางของดาวฤกษ์มวลมาก,nukleosintesis,Nukleosintesis bintang menempa unsur-unsur yang lebih berat dari hidrogen dan helium di inti bintang masif.
