ennui,"A profound ennui settled over the aristocrats who had exhausted every possible diversion.",권태,모든 가능한 오락을 소진한 귀족들에게 깊은 권태가 밀려왔다.,倦怠; 退屈,あらゆる娯楽を使い果たした貴族たちに深い倦怠感が漂った。,倦怠,一种深深的倦怠笼罩了那些耗尽一切消遣的贵族。,hastío; tedio,Un profundo hastío se apoderó de los aristócratas que habían agotado toda diversión posible.,sự chán chường,Một nỗi chán chường sâu sắc bao trùm những quý tộc đã cạn kiệt mọi thú tiêu khiển.,ความเบื่อหน่าย,ความเบื่อหน่ายอย่างลึกซึ้งปกคลุมเหล่าชนชั้นสูงที่หมดสิ้นความบันเทิงทุกอย่าง,kebosanan mendalam,Kebosanan mendalam menyelimuti para bangsawan yang telah menghabiskan setiap hiburan yang mungkin.
marginal utility,"The law of diminishing marginal utility explains why additional consumption yields less satisfaction.",한계 효용,한계 효용 체감의 법칙은 추가 소비가 왜 더 적은 만족을 가져다주는지를 설명한다.,限界効用,限界効用逓減の法則は追加消費がなぜより少ない満足をもたらすかを説明する。,边际效用,边际效用递减规律解释了为什么额外消费产生更少的满足感。,utilidad marginal,La ley de la utilidad marginal decreciente explica por qué el consumo adicional produce menos satisfacción.,tiện ích biên,Quy luật tiện ích biên giảm dần giải thích tại sao tiêu dùng thêm mang lại ít thỏa mãn hơn.,อรรถประโยชน์ส่วนเพิ่ม,กฎของอรรถประโยชน์ส่วนเพิ่มที่ลดลงอธิบายว่าทำไมการบริโภคเพิ่มเติมให้ความพอใจน้อยลง,utilitas marginal,Hukum utilitas marginal yang menurun menjelaskan mengapa konsumsi tambahan menghasilkan kepuasan yang lebih sedikit.
biopower,"Foucault's concept of biopower describes the regulation of populations through institutional mechanisms.",생명권력,푸코의 생명권력 개념은 제도적 메커니즘을 통한 인구 조절을 기술한다.,生権力,フーコーの生権力概念は制度的メカニズムを通じた人口の統制を記述する。,生命权力,福柯的生命权力概念描述了通过制度机制对人口的调控。,biopoder,El concepto de biopoder de Foucault describe la regulación de las poblaciones a través de mecanismos institucionales.,quyền lực sinh học,Khái niệm quyền lực sinh học của Foucault mô tả sự điều tiết dân số thông qua các cơ chế thể chế.,ชีวอำนาจ,แนวคิดชีวอำนาจของฟูโกต์อธิบายการควบคุมประชากรผ่านกลไกเชิงสถาบัน,biokekuasaan,Konsep biokekuasaan Foucault menggambarkan regulasi populasi melalui mekanisme institusional.
anomie,"Durkheim argued that rapid social change produces anomie and normlessness.",아노미,뒤르켐은 급격한 사회 변화가 아노미와 규범 부재를 초래한다고 주장했다.,アノミー,デュルケームは急激な社会変化がアノミーと規範の欠如を生むと主張した。,失范,涂尔干认为快速社会变迁产生失范和无规范状态。,anomia,Durkheim argumentó que el cambio social rápido produce anomia y falta de normas.,tình trạng vô chuẩn,Durkheim lập luận rằng biến đổi xã hội nhanh chóng tạo ra tình trạng vô chuẩn và thiếu chuẩn mực.,ภาวะไร้บรรทัดฐาน,เดอร์ไคม์โต้แย้งว่าการเปลี่ยนแปลงสังคมอย่างรวดเร็วก่อให้เกิดภาวะไร้บรรทัดฐาน,anomi,Durkheim berargumen bahwa perubahan sosial yang cepat menghasilkan anomi dan ketiadaan norma.
dutch disease,"Dutch disease occurs when natural resource wealth harms other export sectors.",네덜란드 병,네덜란드 병은 천연자원 부가 다른 수출 부문에 해를 끼칠 때 발생한다.,オランダ病,オランダ病は天然資源の富が他の輸出部門に害を及ぼす場合に発生する。,荷兰病,荷兰病在自然资源财富损害其他出口部门时发生。,enfermedad holandesa,La enfermedad holandesa ocurre cuando la riqueza de recursos naturales perjudica a otros sectores exportadores.,bệnh Hà Lan,Bệnh Hà Lan xảy ra khi sự giàu có từ tài nguyên thiên nhiên gây hại cho các ngành xuất khẩu khác.,โรคดัตช์,โรคดัตช์เกิดขึ้นเมื่อความมั่งคั่งจากทรัพยากรธรรมชาติทำลายภาคส่งออกอื่น,penyakit Belanda,Penyakit Belanda terjadi ketika kekayaan sumber daya alam merugikan sektor ekspor lainnya.
mimesis,"Mimesis in classical aesthetics refers to the imitative representation of reality in art.",미메시스,고전 미학에서 미메시스는 예술에서 현실의 모방적 재현을 의미한다.,ミメーシス,古典美学におけるミメーシスは芸術における現実の模倣的再現を指す。,模仿,古典美学中的模仿指的是艺术中对现实的模仿性再现。,mímesis,La mímesis en la estética clásica se refiere a la representación imitativa de la realidad en el arte.,sự mô phỏng,Sự mô phỏng trong mỹ học cổ điển đề cập đến sự tái hiện bắt chước thực tại trong nghệ thuật.,การเลียนแบบ,การเลียนแบบในสุนทรียศาสตร์คลาสสิกหมายถึงการแสดงที่เลียนแบบความจริงในศิลปะ,mimesis,Mimesis dalam estetika klasik mengacu pada representasi imitatif realitas dalam seni.
Foucauldian discourse,"Foucauldian discourse analysis examines how language constructs power and knowledge.",푸코적 담론,푸코적 담론 분석은 언어가 권력과 지식을 어떻게 구성하는지를 분석한다.,フーコー的言説,フーコー的言説分析は言語がいかに権力と知識を構築するかを考察する。,福柯式话语,福柯式话语分析考察语言如何建构权力和知识。,discurso foucaultiano,El análisis del discurso foucaultiano examina cómo el lenguaje construye poder y conocimiento.,diễn ngôn Foucault,Phân tích diễn ngôn Foucault khảo sát cách ngôn ngữ kiến tạo quyền lực và tri thức.,วาทกรรมแบบฟูโกต์,การวิเคราะห์วาทกรรมแบบฟูโกต์ตรวจสอบว่าภาษาสร้างอำนาจและความรู้อย่างไร,wacana Foucauldian,Analisis wacana Foucauldian mengkaji bagaimana bahasa mengkonstruksi kekuasaan dan pengetahuan.
purchasing power parity,"Purchasing power parity adjusts exchange rates to reflect the true cost of living.",구매력 평가,구매력 평가는 실질 생활비를 반영하도록 환율을 조정한다.,購買力平価,購買力平価は真の生活費を反映するように為替レートを調整する。,购买力平价,购买力平价调整汇率以反映真实生活成本。,paridad de poder adquisitivo,La paridad de poder adquisitivo ajusta los tipos de cambio para reflejar el verdadero costo de vida.,ngang giá sức mua,Ngang giá sức mua điều chỉnh tỷ giá hối đoái để phản ánh chi phí sinh hoạt thực tế.,ความเท่าเทียมของอำนาจซื้อ,ความเท่าเทียมของอำนาจซื้อปรับอัตราแลกเปลี่ยนเพื่อสะท้อนค่าครองชีพที่แท้จริง,paritas daya beli,Paritas daya beli menyesuaikan nilai tukar untuk mencerminkan biaya hidup yang sebenarnya.
Gramscian,"Gramscian analysis highlights how ruling classes maintain power through cultural consent.",그람시적,그람시적 분석은 지배 계급이 문화적 동의를 통해 어떻게 권력을 유지하는지를 강조한다.,グラムシ的,グラムシ的分析は支配階級がいかに文化的同意を通じて権力を維持するかを強調する。,葛兰西式,葛兰西式分析强调统治阶级如何通过文化认同维持权力。,gramsciano,El análisis gramsciano destaca cómo las clases dominantes mantienen el poder a través del consentimiento cultural.,Gramsci,Phân tích Gramsci nhấn mạnh cách giai cấp thống trị duy trì quyền lực thông qua sự đồng thuận văn hóa.,แนวคิดกรัมชี,การวิเคราะห์แนวคิดกรัมชีเน้นว่าชนชั้นปกครองรักษาอำนาจผ่านความยินยอมทางวัฒนธรรมอย่างไร,Gramscian,Analisis Gramscian menyoroti bagaimana kelas penguasa mempertahankan kekuasaan melalui persetujuan budaya.
crowding out,"Government borrowing can lead to crowding out of private investment.",구축 효과,정부 차입은 민간 투자의 구축 효과를 초래할 수 있다.,クラウディングアウト,政府の借入は民間投資のクラウディングアウトにつながりうる。,挤出效应,政府借贷可能导致私人投资的挤出效应。,efecto de desplazamiento,El endeudamiento gubernamental puede llevar al desplazamiento de la inversión privada.,hiệu ứng lấn át,Vay mượn của chính phủ có thể dẫn đến hiệu ứng lấn át đầu tư tư nhân.,ผลกระทบเบียดแทนที่,การกู้ยืมของรัฐบาลสามารถนำไปสู่ผลกระทบเบียดแทนที่การลงทุนของเอกชน,crowding out,Pinjaman pemerintah dapat menyebabkan crowding out investasi swasta.
hegemonic masculinity,"Connell's concept of hegemonic masculinity explains how dominant gender norms are sustained.",헤게모니적 남성성,코넬의 헤게모니적 남성성 개념은 지배적 젠더 규범이 어떻게 유지되는지를 설명한다.,ヘゲモニック男性性,コンネルのヘゲモニック男性性概念は支配的なジェンダー規範がいかに維持されるかを説明する。,霸权男性气质,康奈尔的霸权男性气质概念解释了主导性别规范如何被维持。,masculinidad hegemónica,El concepto de masculinidad hegemónica de Connell explica cómo se sostienen las normas de género dominantes.,nam tính bá quyền,Khái niệm nam tính bá quyền của Connell giải thích cách các chuẩn mực giới thống trị được duy trì.,ความเป็นชายครอบงำ,แนวคิดความเป็นชายครอบงำของคอนเนลล์อธิบายว่าบรรทัดฐานเพศที่มีอำนาจเหนือถูกธำรงรักษาอย่างไร,maskulinitas hegemonik,Konsep maskulinitas hegemonik Connell menjelaskan bagaimana norma gender dominan dipertahankan.
deadweight loss,"Taxes create deadweight loss by reducing the total surplus in a market.",사중손실,세금은 시장의 총 잉여를 감소시켜 사중손실을 발생시킨다.,死荷重損失,税金は市場の総余剰を減少させることで死荷重損失を生み出す。,无谓损失,税收通过减少市场总剩余而产生无谓损失。,pérdida de eficiencia,Los impuestos crean pérdida de eficiencia al reducir el excedente total en un mercado.,tổn thất vô ích,Thuế tạo ra tổn thất vô ích bằng cách giảm thặng dư tổng cộng trong thị trường.,การสูญเสียน้ำหนักตาย,ภาษีสร้างการสูญเสียน้ำหนักตายโดยลดส่วนเกินรวมในตลาด,deadweight loss,Pajak menciptakan deadweight loss dengan mengurangi surplus total di pasar.
episteme,"Foucault's episteme refers to the underlying conditions that determine what counts as knowledge in an era.",에피스테메,푸코의 에피스테메는 한 시대에 무엇이 지식으로 인정되는지를 결정하는 근본 조건을 가리킨다.,エピステーメー,フーコーのエピステーメーはある時代に何が知識として認められるかを決定する根本条件を指す。,认识型,福柯的认识型是指决定一个时代什么算作知识的根本条件。,episteme,La episteme de Foucault se refiere a las condiciones subyacentes que determinan qué cuenta como conocimiento en una era.,tri thức hệ,Tri thức hệ của Foucault đề cập đến các điều kiện nền tảng quyết định cái gì được coi là tri thức trong một thời đại.,เอพิสเตเม,เอพิสเตเมของฟูโกต์หมายถึงเงื่อนไขพื้นฐานที่กำหนดว่าอะไรถือเป็นความรู้ในยุคหนึ่ง,episteme,Episteme Foucault merujuk pada kondisi mendasar yang menentukan apa yang dianggap sebagai pengetahuan dalam suatu era.
deliberative democracy,"Deliberative democracy emphasizes reasoned debate among citizens as the basis for legitimate governance.",숙의 민주주의,숙의 민주주의는 합법적 통치의 기반으로서 시민 간의 합리적 토론을 강조한다.,熟議民主主義,熟議民主主義は正当な統治の基盤として市民間の理性的な討論を重視する。,审议民主,审议民主强调公民之间的理性辩论是合法治理的基础。,democracia deliberativa,La democracia deliberativa enfatiza el debate razonado entre ciudadanos como base para una gobernanza legítima.,dân chủ thảo luận,Dân chủ thảo luận nhấn mạnh tranh luận có lý trí giữa công dân như nền tảng cho quản trị hợp pháp.,ประชาธิปไตยแบบปรึกษาหารือ,ประชาธิปไตยแบบปรึกษาหารือเน้นการอภิปรายด้วยเหตุผลระหว่างพลเมืองเป็นพื้นฐานสำหรับการปกครองที่ชอบธรรม,demokrasi deliberatif,Demokrasi deliberatif menekankan debat beralasan di antara warga negara sebagai dasar tata kelola yang sah.
creative destruction,"Schumpeter's creative destruction describes how innovation displaces obsolete industries.",창조적 파괴,슘페터의 창조적 파괴는 혁신이 어떻게 구식 산업을 대체하는지를 설명한다.,創造的破壊,シュンペーターの創造的破壊はイノベーションがいかに旧来の産業を駆逐するかを記述する。,创造性破坏,熊彼特的创造性破坏描述了创新如何取代过时的产业。,destrucción creativa,La destrucción creativa de Schumpeter describe cómo la innovación desplaza industrias obsoletas.,sự hủy diệt sáng tạo,Sự hủy diệt sáng tạo của Schumpeter mô tả cách đổi mới thay thế các ngành công nghiệp lỗi thời.,การทำลายอย่างสร้างสรรค์,การทำลายอย่างสร้างสรรค์ของชุมเพเตอร์อธิบายว่านวัตกรรมแทนที่อุตสาหกรรมที่ล้าสมัยอย่างไร,penghancuran kreatif,Penghancuran kreatif Schumpeter menggambarkan bagaimana inovasi menggantikan industri yang usang.
intersectionality,"Intersectionality examines how overlapping identities create compounded systems of oppression.",교차성,교차성은 중첩되는 정체성이 어떻게 복합적 억압 체계를 만드는지를 분석한다.,インターセクショナリティ,インターセクショナリティは重複するアイデンティティがいかに複合的な抑圧体系を生み出すかを考察する。,交叉性,交叉性考察重叠的身份认同如何创造复合的压迫体系。,interseccionalidad,La interseccionalidad examina cómo las identidades superpuestas crean sistemas compuestos de opresión.,giao thoa,Tính giao thoa xem xét cách các bản sắc chồng chéo tạo ra hệ thống áp bức kết hợp.,ทับซ้อนอัตลักษณ์,ทับซ้อนอัตลักษณ์ตรวจสอบว่าอัตลักษณ์ที่ทับซ้อนกันสร้างระบบการกดขี่แบบทบต้นอย่างไร,interseksionalitas,Interseksionalitas mengkaji bagaimana identitas yang tumpang tindih menciptakan sistem penindasan yang berlapis.
dollarization,"Dollarization replaces domestic currency with a foreign currency to stabilize the economy.",달러화,달러화는 경제를 안정시키기 위해 국내 화폐를 외국 화폐로 대체한다.,ドル化,ドル化は経済を安定させるために国内通貨を外国通貨に置き換える。,美元化,美元化用外国货币取代国内货币以稳定经济。,dolarización,La dolarización reemplaza la moneda nacional con una moneda extranjera para estabilizar la economía.,đô la hóa,Đô la hóa thay thế tiền tệ trong nước bằng ngoại tệ để ổn định nền kinh tế.,ดอลลาร์ไรเซชัน,ดอลลาร์ไรเซชันแทนที่สกุลเงินในประเทศด้วยสกุลเงินต่างประเทศเพื่อรักษาเสถียรภาพทางเศรษฐกิจ,dolarisasi,Dolarisasi menggantikan mata uang domestik dengan mata uang asing untuk menstabilkan ekonomi.
socialization,"Socialization is the process by which individuals internalize cultural norms and values.",사회화,사회화는 개인이 문화적 규범과 가치를 내면화하는 과정이다.,社会化,社会化は個人が文化的規範と価値を内面化する過程である。,社会化,社会化是个人内化文化规范和价值观的过程。,socialización,La socialización es el proceso mediante el cual los individuos internalizan normas y valores culturales.,xã hội hóa,Xã hội hóa là quá trình cá nhân nội tâm hóa các chuẩn mực và giá trị văn hóa.,การขัดเกลาทางสังคม,การขัดเกลาทางสังคมเป็นกระบวนการที่บุคคลซึมซับบรรทัดฐานและค่านิยมทางวัฒนธรรม,sosialisasi,Sosialisasi adalah proses di mana individu menginternalisasi norma dan nilai budaya.
aestheticization,"The aestheticization of politics transforms governance into spectacle.",정치의 심미화,정치의 심미화는 통치를 스펙터클로 변환한다.,政治の美学化,政治の美学化は統治をスペクタクルへと変容させる。,审美化,政治的审美化将治理变成了景观。,estetización,La estetización de la política transforma la gobernanza en espectáculo.,thẩm mỹ hóa,Thẩm mỹ hóa chính trị biến đổi quản trị thành cảnh tượng.,การทำให้เป็นสุนทรียะ,การทำให้การเมืองเป็นสุนทรียะเปลี่ยนการปกครองเป็นการแสดง,estetisasi,Estetisasi politik mengubah tata kelola menjadi tontonan.
Phillips curve,"The Phillips curve suggests an inverse relationship between unemployment and inflation.",필립스 곡선,필립스 곡선은 실업률과 인플레이션 사이의 역관계를 시사한다.,フィリップス曲線,フィリップス曲線は失業率とインフレーションの間の逆関係を示唆する。,菲利普斯曲线,菲利普斯曲线暗示失业率与通胀之间存在反向关系。,curva de Phillips,La curva de Phillips sugiere una relación inversa entre el desempleo y la inflación.,đường cong Phillips,Đường cong Phillips gợi ý mối quan hệ nghịch giữa thất nghiệp và lạm phát.,เส้นโค้งฟิลลิปส์,เส้นโค้งฟิลลิปส์ชี้ให้เห็นความสัมพันธ์ผกผันระหว่างการว่างงานและเงินเฟ้อ,kurva Phillips,Kurva Phillips menunjukkan hubungan terbalik antara pengangguran dan inflasi.
suzerainty,"The empire maintained suzerainty over its vassal states without direct governance.",종주권,그 제국은 직접 통치 없이 속국에 대한 종주권을 유지했다.,宗主権,その帝国は直接統治なしに従属国に対する宗主権を維持した。,宗主权,帝国在不直接治理的情况下维持了对附庸国的宗主权。,suzeranía,El imperio mantuvo suzeranía sobre sus estados vasallos sin gobernanza directa.,quyền tông chủ,Đế chế duy trì quyền tông chủ đối với các chư hầu mà không cai trị trực tiếp.,อำนาจปกครองเหนือ,จักรวรรดิรักษาอำนาจปกครองเหนือรัฐข้าราชบริพารโดยไม่มีการปกครองโดยตรง,suzeranitas,Kekaisaran mempertahankan suzeranitas atas negara-negara vasalnya tanpa pemerintahan langsung.
jouissance,"Lacan's jouissance refers to an intense pleasure that transgresses the boundaries of the symbolic order.",주이상스,라캉의 주이상스는 상징 질서의 경계를 위반하는 강렬한 쾌락을 의미한다.,ジュイサンス,ラカンのジュイサンスは象徴秩序の境界を越える強烈な快楽を指す。,享乐,拉康的享乐指的是超越象征秩序边界的强烈快感。,jouissance,La jouissance de Lacan se refiere a un placer intenso que transgrede los límites del orden simbólico.,khoái lạc,Khoái lạc của Lacan đề cập đến niềm vui mãnh liệt vượt qua ranh giới của trật tự biểu tượng.,ความสุขรุนแรง,ความสุขรุนแรงของลากองหมายถึงความยินดีอย่างเข้มข้นที่ล่วงล้ำขอบเขตของระเบียบเชิงสัญลักษณ์,jouissance,Jouissance Lacan merujuk pada kesenangan intens yang melampaui batas-batas tatanan simbolik.
beggar-thy-neighbor,"Beggar-thy-neighbor policies attempt to boost domestic employment at trading partners' expense.",이웃 궁핍화 정책,이웃 궁핍화 정책은 교역 상대국을 희생시켜 국내 고용을 증진하려는 시도이다.,近隣窮乏化政策,近隣窮乏化政策は貿易相手国の犠牲のもとに国内雇用を促進しようとする。,以邻为壑,以邻为壑政策试图以贸易伙伴为代价提振国内就业。,política de empobrecer al vecino,Las políticas de empobrecer al vecino intentan impulsar el empleo doméstico a costa de los socios comerciales.,chính sách bần cùng hóa láng giềng,Chính sách bần cùng hóa láng giềng cố gắng thúc đẩy việc làm trong nước bằng cách gây thiệt hại cho đối tác thương mại.,นโยบายทำให้เพื่อนบ้านยากจน,นโยบายทำให้เพื่อนบ้านยากจนพยายามส่งเสริมการจ้างงานในประเทศโดยแลกกับค่าใช้จ่ายของคู่ค้า,kebijakan beggar-thy-neighbor,Kebijakan beggar-thy-neighbor berusaha meningkatkan lapangan kerja domestik dengan mengorbankan mitra dagang.
symbolic violence,"Bourdieu's symbolic violence describes domination exercised through cultural mechanisms rather than physical force.",상징적 폭력,부르디외의 상징적 폭력은 물리적 힘이 아닌 문화적 메커니즘을 통해 행사되는 지배를 기술한다.,象徴的暴力,ブルデューの象徴的暴力は物理的な力ではなく文化的メカニズムを通じて行使される支配を記述する。,象征暴力,布迪厄的象征暴力描述了通过文化机制而非物理力量行使的支配。,violencia simbólica,La violencia simbólica de Bourdieu describe la dominación ejercida a través de mecanismos culturales en lugar de fuerza física.,bạo lực biểu tượng,Bạo lực biểu tượng của Bourdieu mô tả sự thống trị được thực hiện thông qua các cơ chế văn hóa thay vì vũ lực.,ความรุนแรงเชิงสัญลักษณ์,ความรุนแรงเชิงสัญลักษณ์ของบูร์ดิเยออธิบายการครอบงำที่กระทำผ่านกลไกทางวัฒนธรรมแทนกำลังกายภาพ,kekerasan simbolik,Kekerasan simbolik Bourdieu menggambarkan dominasi yang dijalankan melalui mekanisme budaya daripada kekuatan fisik.
inverted totalitarianism,"Wolin's inverted totalitarianism describes a system where corporate power subverts democratic processes.",역전된 전체주의,월린의 역전된 전체주의는 기업 권력이 민주적 과정을 전복시키는 체제를 기술한다.,逆転した全体主義,ウォリンの逆転した全体主義は企業権力が民主的プロセスを転覆するシステムを記述する。,倒置极权主义,沃林的倒置极权主义描述了企业权力颠覆民主进程的体系。,totalitarismo invertido,El totalitarismo invertido de Wolin describe un sistema donde el poder corporativo subvierte los procesos democráticos.,chủ nghĩa toàn trị đảo ngược,Chủ nghĩa toàn trị đảo ngược của Wolin mô tả hệ thống nơi quyền lực doanh nghiệp lật đổ các quy trình dân chủ.,เผด็จการกลับด้าน,เผด็จการกลับด้านของโวลินอธิบายระบบที่อำนาจขององค์กรบ่อนทำลายกระบวนการประชาธิปไตย,totalitarianisme terbalik,Totalitarianisme terbalik Wolin menggambarkan sistem di mana kekuasaan korporasi menumbangkan proses demokratis.
kitsch,"Kitsch in aesthetics denotes art that appeals to popular taste through sentimentality rather than genuine artistic merit.",키치,미학에서 키치는 진정한 예술적 가치보다 감상주의를 통해 대중 취향에 호소하는 예술을 의미한다.,キッチュ,美学におけるキッチュは真の芸術的価値よりも感傷性によって大衆的趣味に訴える芸術を示す。,媚俗,美学中的媚俗指的是通过感伤而非真正艺术价值来迎合大众品味的艺术。,kitsch,El kitsch en la estética denota arte que apela al gusto popular a través del sentimentalismo en lugar del mérito artístico genuino.,sự sến,Sự sến trong mỹ học biểu thị nghệ thuật thu hút thị hiếu đại chúng qua tính ủy mị thay vì giá trị nghệ thuật chân thực.,ศิลปะตลาด,ศิลปะตลาดในสุนทรียศาสตร์หมายถึงศิลปะที่ดึงดูดรสนิยมของคนทั่วไปผ่านความซาบซึ้งมากกว่าคุณค่าทางศิลปะที่แท้จริง,kitsch,Kitsch dalam estetika menunjukkan seni yang menarik selera populer melalui sentimentalitas daripada keunggulan artistik yang sesungguhnya.
capital flight,"Capital flight destabilizes developing economies when investors rapidly withdraw funds.",자본 도피,자본 도피는 투자자들이 빠르게 자금을 인출할 때 개발도상국 경제를 불안정하게 만든다.,資本逃避,資本逃避は投資家が急速に資金を引き揚げる際に発展途上国経済を不安定にする。,资本外逃,当投资者迅速撤出资金时资本外逃会破坏发展中经济体的稳定。,fuga de capitales,La fuga de capitales desestabiliza las economías en desarrollo cuando los inversores retiran fondos rápidamente.,tháo chạy vốn,Tháo chạy vốn gây bất ổn cho các nền kinh tế đang phát triển khi nhà đầu tư rút vốn nhanh chóng.,เงินทุนไหลออก,เงินทุนไหลออกทำให้เศรษฐกิจกำลังพัฒนาไม่มั่นคงเมื่อนักลงทุนถอนเงินทุนอย่างรวดเร็ว,pelarian modal,Pelarian modal mendestabilisasi ekonomi berkembang ketika investor menarik dana secara cepat.
rhizome,"Deleuze and Guattari's rhizome metaphor describes non-hierarchical networks of knowledge.",리좀,들뢰즈와 가타리의 리좀 은유는 비위계적 지식 네트워크를 기술한다.,リゾーム,ドゥルーズとガタリのリゾームの比喩は非階層的な知識のネットワークを記述する。,根茎,德勒兹和加塔利的根茎隐喻描述了非等级的知识网络。,rizoma,La metáfora del rizoma de Deleuze y Guattari describe redes no jerárquicas de conocimiento.,thân rễ,Ẩn dụ thân rễ của Deleuze và Guattari mô tả các mạng lưới tri thức phi thứ bậc.,ไรโซม,อุปมาไรโซมของเดอเลิซและกัตตารีอธิบายเครือข่ายความรู้ที่ไม่เป็นลำดับชั้น,rizom,Metafora rizom Deleuze dan Guattari menggambarkan jaringan pengetahuan yang non-hierarkis.
proportional representation,"Proportional representation allocates legislative seats in proportion to each party's vote share.",비례대표제,비례대표제는 각 정당의 득표 비율에 비례하여 의석을 배분한다.,比例代表制,比例代表制は各政党の得票率に比例して議席を配分する。,比例代表制,比例代表制按照每个政党的得票份额分配立法席位。,representación proporcional,La representación proporcional asigna escaños legislativos en proporción a la cuota de votos de cada partido.,đại diện theo tỷ lệ,Đại diện theo tỷ lệ phân bổ ghế lập pháp tương ứng với tỷ lệ phiếu bầu của mỗi đảng.,ระบบสัดส่วน,ระบบสัดส่วนจัดสรรที่นั่งสภานิติบัญญัติตามสัดส่วนคะแนนเสียงของแต่ละพรรค,representasi proporsional,Representasi proporsional mengalokasikan kursi legislatif sebanding dengan porsi suara masing-masing partai.
